DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;7624;453176;Tyrannus savana;CUMV;3477336;-76479408;5;Coordenadas corresponden a la ciudad de Cali;;2397;1911;5;8;5/08/1911;Colombia;Valle del Cauca;Cali;Cali ;Cali, Cauca Valley;;;1;CUMV-7624;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;7863;458775;Myiodynastes maculatus;CUMV;10252314;-74913915;5;Coordenada asignada al centro poblado;;2389;1913;1;21;1/21/1913;Colombia;Bolívar;Calamar;Calamar;Calamar;;;1;CUMV-7863;
Biomap;Instituto de Ciencias Naturales;ICN;Aves;8047;359947;Chordeiles acutipennis;ICN;10697665;-73359531;3;La coordenada correponde a un punto del centro poblado, ajustado por elevación (830 msnm);Carriker, M.A.;714;1945;6;6;6/06/1945;Colombia;Cesar;Valledupar;Atanquez (830m);Atanquez, area;830;;1;ICN-8047;Female
Biomap;Instituto de Ciencias Naturales;ICN;Aves;8048;359948;Chordeiles acutipennis;ICN;10697665;-73359531;3;La coordenada correponde a un punto del centro poblado, ajustado por elevación (830 msnm);Carriker, M.A.;714;1945;6;5;6/05/1945;Colombia;Cesar;Valledupar;Atanquez (830m);Atanquez, area;830;;1;ICN-8048;Male
Biomap;Instituto de Ciencias Naturales;ICN;;8059;595819;Chordeiles acutipennis;ICN;3216492;-75215731;5;Coordenada de centro urbano;Miller, A.;714;1949;2;9;2/09/1949;Colombia;Huila;Villavieja;Villavieja;Villavieja, area;420;;1;-;Male
Aves Colombia [310112];Instituto de Ciencias Naturales;ICN;Aves;8066;359886;Chordeiles acutipennis;ICN;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil, 177 msnm;Carriker, M. A.;714;1947;1;17;1/17/1947;Colombia;Magdalena;Ariguaní;El Difícil, Shell Oil Camp;El Difícil, D. Magdalena. Shell oil camp;;;1;ICN-8066;
Biomap;Universidad de la Salle;US;;8564;589423;Calidris melanotos;US;6235658333;-7557518333;5;La informacion acerca de la localidad es muy general, por lo que se establecen coordenadas en la cabecera de Medellin;Hno. Nicéforo, M.;499;1918;9;1;9/01/1918;Colombia;Antioquia;Medellín;Medellín;Medellin, area;Unknown;;1;-;Unknown
Biomap;Universidad de la Salle;US;;8592;659772;Tyrannus tyrannus;US;6197468;-75522077;3;Coordenadas corresponden al centro poblado de Santa Elena a 2740 msnm;Hno. Nicéforo, M.;2398;1918;3;1;3/01/1918;Colombia;Antioquia;Medellín;Santa Elena (2740m);Santa Elena, area;Unknown;KEN;1;-;Unknown
Biomap;Universidad de la Salle;US;;8593;608954;Empidonax virescens;US;6235658333;-7557518333;5;La informacion acerca de la localidad es muy general, por lo que se establecen coordenadas en la cabecera de Medellin;Hno. Nicéforo, M.;2287;1918;10;9;10/09/1918;Colombia;Antioquia;Medellín;Medellín;Medellin, area;Unknown;;1;-;Unknown
Biomap;Universidad de la Salle;US;;8597;632267;Geothlypis philadelphia;US;6235658333;-7557518333;5;La informacion acerca de la localidad es muy general, por lo que se establecen coordenadas en la cabecera de Medellin;Hno. Nicéforo, M.;3214;1918;4;1;4/01/1918;Colombia;Antioquia;Medellín;Medellín;Medellin, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;11745;591769;Catharus minimus;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2709;1960;11;27;11/27/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;KEN;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;12303;590289;Antrostomus carolinensis;WFVZ;6777927778;-7369335278;4;No se encontraron coordemadas de Q. La Azufrada. Solo se encontró que esta quebrada se localiza al suroeste de la cabecera municipal de San Vicente de Chucurí, siendo afluente del Río Cascajales. Las coordenadas corresponden al suroeste de la cabecera municipal de San Vicente de Chucurí, por la única quebrada sin nombre del Río Cascajales en San Vicente de Chucurí.;Carriker, M.A., Jr.;743;1963;7;18;7/18/1963;Colombia;Santander;San Vicente de Chucurí;La Azufrada quebrada;Azufrada, quebrada;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;12935;632323;Geothlypis philadelphia;WFVZ;6777927778;-7369335278;4;No se encontraron coordemadas de Q. La Azufrada. Solo se encontró que esta quebrada se localiza al suroeste de la cabecera municipal de San Vicente de Chucurí, siendo afluente del Río Cascajales. Las coordenadas corresponden al suroeste de la cabecera municipal de San Vicente de Chucurí, por la única quebrada sin nombre del Río Cascajales en San Vicente de Chucurí.;Carriker, M.A., Jr.;3214;1964;2;1;2/01/1964;Colombia;Santander;San Vicente de Chucurí;La Azufrada quebrada;Azufrada, quebrada;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;12954;591812;Catharus ustulatus;WFVZ;7126665;-73184375;4;Coordenadas del Aeropuerto Palo Negro en Lebrija.;Carriker, M.A., Jr.;2710;1963;4;23;4/23/1963;Colombia;Santander;Lebrija;Palo Negro;Palo Negro, area;Unknown;KEN;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;12955;637920;Piranga olivacea;WFVZ;715167;-73115;4;Coordenadas de Chitota en el municipio de Bucaramanga (Santander).;Carriker, M.A.;3175;1963;4;16;4/16/1963;Colombia;Santander;Bucaramanga;Chitota;Chitota, area;Unknown;KEN;1;-;Male
Biomap;Instituto de Ciencias Naturales;ICN;Aves;13326;336639;Buteo platypterus;ICN;10505406;-73563073;4;La coordenada corresponde a un punto entre Alguacil y el curso del río Chinchicuá.;Carriker, M.A.;390;1946;1;24;1/24/1946;Colombia;Cesar;Pueblo Bello;Alguacil, Chinchicuá ;Alguacil, cerro. Chinchicua;2000;;1;ICN-13326;Female
Aves Colombia [310112];Instituto de Ciencias Naturales;ICN;Aves;13411;523194;Spiza americana;ICN;3059595;-73835793;5;Coordenadas asignadas a un punto del río. Se asigna municipio Vistahermosa por el cual pasa el río y no La Macarena;Idrobo, J. M.;3202;1912;2;17;2/17/1912;Colombia;Meta;Vistahermosa;La Macarena, río Guapaya;Meta, La Macarena, Río Guapaya;;;1;ICN-13411;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;13853;349568;Catharus ustulatus;CUMV;3576469;-76434014;4;Coordenadas corresponden a Miraflores. Altura de la etiqueta no se ajusta a la localidad;;2710;1911;4;23;4/23/1911;Colombia;Valle del Cauca;Palmira;Miraflores (1829m);Miraflores, Palmira, elevation 6000 feet;;KEN;1;CUMV-13853;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;14233;684057;Catharus minimus;CUMV;5206789;-74736407;5;Coordenadas de centro urbano;;2709;1913;2;6;2/06/1913;Colombia;Tolima;Honda;El Consuelo;El Consuelo, Honda, elevation 3000 feet;;KEN;1;-;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;15753;728536;Vireo olivaceus;CUMV;4117293;-74543122;5;Coordenada corregida por altura;;2594;1913;3;31;3/31/1913;Colombia;Tolima;Icononzo;Icononzo;Escononso;;;1;-;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;15983;501383;Protonotaria citrea;CUMV;;;Pendiente;;;3210;1913;1;23;1/23/1913;Colombia;Bolívar;Magangué;Algodonal;Algodonal;;;1;CUMV-15983;
Aves Colombia [310112];Cornell University Museum of Vertebrates;CUMV;CUMV-Bird;16015;569712;Leiothlypis peregrina;CUMV;;;8;;;3211;1913;3;7;3/07/1913;Colombia;;;Buenavista;Buena Vista;;KEN;1;CUMV-16015;
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16350;638168;Piranga rubra;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;3174;1960;10;18;10/18/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16351;638169;Piranga rubra;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;3174;1960;10;18;10/18/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16352;638170;Piranga rubra;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;3174;1960;10;21;10/21/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16353;638181;Piranga rubra;WFVZ;715588;-7327617;4;Coordenadas de la Inspección de Policía Portugal en Lebrija (Santander).;Carriker, M.A.;3174;1962;2;17;2/17/1962;Colombia;Santander;Lebrija;Portugal corregimiento;El Portugal, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16430;632329;Geothlypis philadelphia;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;3214;1961;3;15;3/15/1961;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16431;632330;Geothlypis philadelphia;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;3214;1961;5;9;5/09/1961;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;16433;632325;Geothlypis philadelphia;WFVZ;73902;-735543;4;Coordenadas de Corregimiento La Gómez en Sabana de Torres (Santander).;Carriker, M.A., Jr.;3214;1963;1;14;1/14/1963;Colombia;Santander;Sabana de Torres;La Gómez;La Gomez, area;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18174;604968;Setophaga castanea;WFVZ;725;-7286666667;4;Coordenadas del Páramo Santurbán en Silos.;Carriker, M.A.;3225;1964;1;5;1/05/1964;Colombia;Norte de Santander;Silos;Santurbán páramo;Santurban, paramo de;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18175;604969;Setophaga castanea;WFVZ;725;-7286666667;4;Coordenadas del Páramo Santurbán en Silos.;Carriker, M.A.;3225;1964;1;26;1/26/1964;Colombia;Norte de Santander;Silos;Santurbán páramo;Santurban, paramo de;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18218;656718;Tringa solitaria;WFVZ;694371;-73213627;4;Coordenadas corresponden al sector El Cedrito, al S del municipio de Girón;Carriker, M.A., Jr.;517;1963;12;20;12/20/1963;Colombia;Santander;Girón;Cedrito;Cedrito de Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18329;639261;Progne chalybea;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2627;1960;10;4;10/04/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18330;639262;Progne chalybea;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2627;1960;11;3;11/03/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18334;605273;Setophaga petechia;WFVZ;73902;-735543;4;Coordenadas de Corregimiento La Gómez en Sabana de Torres (Santander).;Carriker, M.A., Jr.;3227;1960;10;28;10/28/1960;Colombia;Santander;Sabana de Torres;La Gómez;La Gomez, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18470;601827;Contopus cooperi;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2290;1960;10;3;10/03/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;KEN;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;18485;640175;Pygochelidon cyanoleuca;WFVZ;7143052778;-7302216389;5;Coordenadas corresponden al corregimiento La Corcova.;Carriker, M.A.;2614;1963;12;30;12/30/1963;Colombia;Santander;Tona;La Corcova;La Corcova, area;Unknown;;1;-;Male
Aves Colombia [310112];University of Minnesota Bell Museum of Natural History;;Bird;19103;571025;Vireo olivaceus;;11244197;-74203508;5;Coordenadas asignadas al centro poblado;Carriker Jr;2594;1913;5;16;5/16/1913;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;;;1;;
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;19307;583904;Ardea herodias;WFVZ;7143052778;-7302216389;5;Coordenadas corresponden al corregimiento La Corcova.;Carriker, M.A.;305;1964;1;15;1/15/1964;Colombia;Santander;Tona;La Corcova;La Corcova, area;Unknown;;1;-;Female
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;19369;640177;Pygochelidon cyanoleuca;WFVZ;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2614;1960;10;21;10/21/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;19372;640171;Pygochelidon cyanoleuca;WFVZ;2018388;-75762398;3;Coordenada corregida por altura;Carriker, M.A.;2614;1958;11;10;11/10/1958;Colombia;Huila;Guadalupe;Guadalupe;Guadalupe, area;Unknown;;1;-;Male
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;19383;591767;Catharus minimus;WFVZ;6777927778;-7369335278;4;No se encontraron coordemadas de Q. La Azufrada. Solo se encontró que esta quebrada se localiza al suroeste de la cabecera municipal de San Vicente de Chucurí, siendo afluente del Río Cascajales. Las coordenadas corresponden al suroeste de la cabecera municipal de San Vicente de Chucurí, por la única quebrada sin nombre del Río Cascajales en San Vicente de Chucurí.;Carriker, M.A., Jr.;2709;1964;2;1;2/01/1964;Colombia;Santander;San Vicente de Chucurí;La Azufrada quebrada;Azufrada, quebrada;Unknown;KEN;1;-;Female
Aves Colombia [310112];Instituto de Ciencias Naturales;ICN;Aves;19399;728285;Vireo flavoviridis;ICN;6235658333;-7557518333;5;La informacion acerca de la localidad es muy general, por lo que se establecen coordenadas en la cabecera de Medellin;;2596;1918;3;1;3/01/1918;Colombia;Antioquia;Medellín;Medellín;;;;1;-;
Biomap;Instituto de Ciencias Naturales;ICN;;19401;660587;Vireo flavoviridis;ICN;6197468;-75522077;3;Coordenadas corresponden al centro poblado de Santa Elena a 2740 msnm;Hno. Daniel;2596;1917;1;1;1/01/1917;Colombia;Antioquia;Medellín;Santa Elena (2740m);Santa Elena, area;Unknown;;1;-;Unknown
Biomap;Western Foundation of Vertebrate Zoology;WFVZ;;19448;608946;Empidonax traillii;WFVZ;73902;-735543;4;Coordenadas de Corregimiento La Gómez en Sabana de Torres (Santander).;Carriker, M.A., Jr.;2288;1961;1;22;1/22/1961;Colombia;Santander;Sabana de Torres;La Gómez;La Gomez, area;Unknown;;1;-;Male
Aves Colombia [310112];San Diego Natural History Museum;SDNHM;Birds;25604;570215;Vireo flavoviridis;SDNHM;11227466;-74174858;4;Coordenada corresponde a Mamatoco en Santa Marta;M. A. Carriker, Jr.;2596;1913;9;15;9/15/1913;Colombia;Magdalena;Santa Marta;Mamatoco;Santa Marta Mts., Mamatoco;;;1;SDNHM-25604;
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;30577;713723;Piranga rubra;LACM;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;CARRIKER, M A JR;3174;1957;2;19;2/19/1957;Colombia;Huila;La Plata;Tijeras;TIJERAS;;;1;-;Female
Biomap;Staatliches Museum für Naturkunde;SMNS;;32329;605270;Setophaga fusca;SMNS;;;8;;Unknown;3226;1912;12;17;12/17/1912;Colombia;Cundinamarca;;;Cundinamarca, departamento de;0;;1;-;Unknown
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;33174;684084;Catharus minimus;LACM;222157;-76111797;3;Coordenada por altura y localidad;CARRIKER, M A JR;2709;1958;2;25;2/25/1958;Colombia;Huila;La Plata;Belén;BELEN;2000;KEN;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;33285;713724;Piranga rubra;LACM;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;CARRIKER, M A JR;3174;1958;2;28;2/28/1958;Colombia;Huila;La Plata;Tijeras;TIJERAS;;;1;-;Male
Biomap;Copenhagen;ZMUC;;36067;339948;Calidris melanotos;ZMUC;5267167;-76565695;5;Coordenada corresponde a cabecera municipal de Tadó;Palmer, M.G.;499;1909;5;4;5/04/1909;Colombia;Chocó;Tadó;Tadó;Tado, area;900;;1;ZMUC-36067;female
Biomap;Copenhagen;ZMUC;;36068;339947;Calidris melanotos;ZMUC;5267167;-76565695;5;Coordenada corresponde a cabecera municipal de Tadó;Palmer, M.G.;499;1909;5;25;5/25/1909;Colombia;Chocó;Tadó;Tadó;Tado, area;900;;1;ZMUC-36068;female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36111;681974;Buteo platypterus;LACM;2018388;-75762398;3;Coordenada corregida por altura;CARRIKER, M A JR;390;1958;11;10;11/10/1958;Colombia;Huila;Guadalupe;Guadalupe;GUADALUPE;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36112;681984;Buteo platypterus;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;390;1958;11;4;11/04/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36120;344894;Antrostomus carolinensis;LACM;1480165;-75437257;5;La coordenada corresponde a un punto en la cabecera municipal. ;CARRIKER, M A JR;743;1958;11;27;11/27/1958;Colombia;Caquetá;La Montañita;Montañita;MONTANITA;;;1;LACM-36120;
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36156;674355;Actitis macularius;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;516;1958;10;24;10/24/1958;Colombia;Huila;Pital;Pital;EL PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36540;707607;Myiodynastes luteiventris;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2388;1958;10;25;10/25/1958;Colombia;Huila;Pital;Pital;EL PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36541;727751;Tyrannus savana;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2397;1958;11;3;11/03/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36542;727752;Tyrannus savana;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2397;1958;11;3;11/03/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36543;727753;Tyrannus savana;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2397;1958;10;31;10/31/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36544;727754;Tyrannus savana;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2397;1958;10;31;10/31/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36590;727779;Tyrannus tyrannus;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2398;1958;10;24;10/24/1958;Colombia;Huila;Pital;Pital;EL PITAL;;KEN;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36603;689914;Contopus virens;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2293;1958;11;5;11/05/1958;Colombia;Huila;Pital;Pital;PITAL;;KEN;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36605;694780;Empidonax traillii;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2288;1958;10;29;10/29/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36607;689915;Contopus virens;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2293;1958;10;27;10/27/1958;Colombia;Huila;Pital;Pital;PITAL;;KEN;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36639;709140;Pygochelidon cyanoleuca;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2614;1958;10;30;10/30/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36640;709141;Pygochelidon cyanoleuca;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2614;1958;10;27;10/27/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36709;728290;Vireo flavoviridis;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2596;1958;10;24;10/24/1958;Colombia;Huila;Pital;Pital;EL PITAL;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36713;728289;Vireo flavoviridis;LACM;2018388;-75762398;3;Coordenada corregida por altura;CARRIKER, M A JR;2596;1958;11;7;11/07/1958;Colombia;Huila;Guadalupe;Guadalupe;GUADALUPE;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36717;691940;Setophaga petechia;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;3227;1958;10;28;10/28/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Male
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36718;691941;Setophaga petechia;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;3227;1958;11;5;11/05/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;36743;728853;Cardellina canadensis;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;3258;1958;10;24;10/24/1958;Colombia;Huila;Pital;Pital;EL PITAL;;KEN;1;-;Female
